"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","GenesInGo"
"13","GO:0098813","nuclear chromosome segregation","30/468","288/14048",0.104166666666667,3.12678062678063,6.76977999706659,3.19707467939084e-08,9.19844057756165e-06,7.96143709634772e-06,"Smc4/Smarca5/Ccnb1/Ik/Tpx2/Prpf4b/Cdc6/Top2a/Smarce1/Cdk5rap2/Arid2/Ndc80/Mre11a/Arid1a/Smc3/Gen1/Kif23/Smc1a/Smarcc1/Nuf2/Cltc/Smarca4/Mis12/Baz1b/Kpnb1/Prap1/Spag5/Bub1b/Cit/Anapc1",30,288
"14","GO:1904816","positive regulation of protein localization to chromosome, telomeric region","7/468","13/14048",0.538461538461538,16.1630506245891,10.1535260033647,6.28247624383875e-08,1.58161339438641e-05,1.36891850786802e-05,"Cct5/Gnl3/Dkc1/Cct3/Tcp1/Cct2/Cct6a",7,13
"15","GO:1901987","regulation of cell cycle phase transition","37/468","426/14048",0.0868544600938967,2.60711849444244,6.25312475443134,9.83880828623701e-08,2.33121881040957e-05,2.0177172163478e-05,"Ccnb1/Ik/Ezh2/Rfwd3/Prpf4b/Cdc6/Gli1/Larp7/Smarce1/Cdk5rap2/Sin3a/Eif4g1/Arid2/Ndc80/Mre11a/Ccnd2/E2f7/Arid1a/Ddx3x/Cdc5l/Ticrr/Gen1/Nsun2/Tbx1/Fem1b/Blm/Smarcc1/Pbx1/Nuf2/Rint1/Bcl2/Nae1/Msh2/Smarca4/Prap1/Bub1b/Rrm1",37,426
"16","GO:0051054","positive regulation of DNA metabolic process","29/468","288/14048",0.100694444444444,3.02255460588794,6.4380169451898,1.14008853102027e-07,2.55126477941647e-05,2.20817147060768e-05,"Smarca5/Hmbox1/Dhx9/Cct5/Parp1/Gli1/Smarce1/Nvl/Arid2/Gnl3/Dkc1/Cct3/Smchd1/Mre11a/Ptges3/E2f7/Tcp1/Arid1a/Ep400/Blm/Baz1a/Smarcc1/Tnks/Cct2/Anxa3/Msh2/Smarca4/Cct6a/Nsd2",29,288
"17","GO:0007346","regulation of mitotic cell cycle","39/468","476/14048",0.0819327731092437,2.4593837535014,6.01334181207283,2.04235831265412e-07,3.73937240153219e-05,3.2365027423495e-05,"Ascl1/Ccnb1/Rbm46/Ik/Ezh2/Nkx3-1/Rfwd3/Prpf4b/Cdc6/Larp7/Smarce1/Cdk5rap2/Sin3a/Eif4g1/Arid2/Ndc80/Mre11a/Ccnd2/Foxg1/E2f7/Arid1a/Ddx3x/Ticrr/Ptch1/Gen1/Foxc1/Blm/Smarcc1/Pbx1/Nuf2/Rint1/Bcl2/Nae1/Msh2/Smarca4/Prap1/Cdk11b/Bub1b/Rrm1",39,476
"18","GO:0051292","nuclear pore complex assembly","6/468","10/14048",0.6,18.0102564102564,9.98902439819293,2.48223820912815e-07,3.99938220254727e-05,3.46154650468734e-05,"Nup107/Fxr1/Nup153/Ahctf1/Nup205/Nup98",6,10
"19","GO:0006999","nuclear pore organization","7/468","16/14048",0.4375,13.1324786324786,9.01393809637517,3.83860516410142e-07,5.52210771464304e-05,4.77949635470072e-05,"Nup107/Fxr1/Nup153/Ahctf1/Nup133/Nup205/Nup98",7,16
"20","GO:0006337","nucleosome disassembly","7/468","17/14048",0.411764705882353,12.3599798893917,8.70006592867506,6.33886114807454e-07,8.6659342864029e-05,7.50054208868614e-05,"Smarce1/Arid2/Arid1a/Supt16/Smarcc1/Smarca4/Ssrp1",7,17
"21","GO:0006364","rRNA processing","23/468","212/14048",0.108490566037736,3.25657152072246,6.14577405029215,6.45427081906869e-07,8.6659342864029e-05,7.50054208868614e-05,"Ddx21/Utp14b/Nol8/Drosha/Ddx10/Mphosph10/Nvl/Dkc1/Ncl/Wdr3/Gtpbp4/Mtrex/Pdcd11/Krr1/Heatr1/Mak16/Bms1/Nol11/Wdr75/Chd7/Tsr1/Esf1/Ftsj3",23,212
"22","GO:0050657","nucleic acid transport","18/468","138/14048",0.130434782608696,3.91527313266444,6.3888113021243,7.43825210469239e-07,9.36289983678155e-05,8.10377992458592e-05,"Nup107/Fxr1/Nup153/Ahctf1/Dhx9/Ddx19b/Nup160/Igf2bp2/Ssb/Xpo5/Nsun2/Nup133/Tnks/Nup98/Ncbp1/Ncbp3/Igf2bp1/Kpnb1",18,138
"23","GO:0050658","RNA transport","18/468","138/14048",0.130434782608696,3.91527313266444,6.3888113021243,7.43825210469239e-07,9.36289983678155e-05,8.10377992458592e-05,"Nup107/Fxr1/Nup153/Ahctf1/Dhx9/Ddx19b/Nup160/Igf2bp2/Ssb/Xpo5/Nsun2/Nup133/Tnks/Nup98/Ncbp1/Ncbp3/Igf2bp1/Kpnb1",18,138
"24","GO:0061138","morphogenesis of a branching epithelium","23/468","215/14048",0.106976744186047,3.21113098787517,6.06513323067211,8.27526194404499e-07,9.80375150312153e-05,8.48534599339845e-05,"Hhip/Nfatc3/St14/Nkx3-1/Sulf1/Lama1/Npnt/Rspo2/Sall1/Etv5/Ptch1/Sema3c/Foxd1/Tbx1/Fem1b/Btbd7/Pbx1/Grhl2/Sfrp2/Bcl2/Wnt2b/Shh/Rdh10",23,215
"25","GO:0045664","regulation of neuron differentiation","22/468","203/14048",0.108374384236453,3.25308408067029,6.00266035655446,1.15171554175125e-06,0.000125381356815514,0.000108520110221341,"Nepro/Ascl1/Nkx6-1/Ttc3/Cdk5rap2/Sin3a/Eif4g1/Sall1/Etv5/Foxg1/Isl1/Mib1/Pbx1/Sfrp2/Mycl/Bcl2/Ret/Tcf12/Shh/Phox2b/Jag1/Cit",22,203
"26","GO:0016331","morphogenesis of embryonic epithelium","20/468","177/14048",0.112994350282486,3.39176203582983,5.94450296748087,1.84197242525571e-06,0.000182282494272729,0.000157769200081346,"Irx1/Irx2/St14/Sulf1/Rgma/Sall1/Arid1a/Mib1/Ptch1/Osr1/Luzp1/Zfp568/Grhl2/Sfrp2/Ret/Wnt2b/Trim71/Cecr2/Shh/Rdh10",20,177
"27","GO:0006606","protein import into nucleus","19/468","162/14048",0.117283950617284,3.52052337237522,5.98996781018544,1.900661558951e-06,0.000182282494272729,0.000157769200081346,"Hsp90aa1/Tnpo1/Nfatc3/Nup107/Nup153/Ipo5/Mdfic/Prkd1/Ipo7/Ep300/Kpna1/Uaca/Nup133/Shh/Kpna2/Nup98/Hspa8/Cse1l/Kpnb1",19,162
"28","GO:0072006","nephron development","19/468","162/14048",0.117283950617284,3.52052337237522,5.98996781018544,1.900661558951e-06,0.000182282494272729,0.000157769200081346,"Nup107/Irx1/Irx2/Sulf1/Plce1/Nup160/Npnt/Sall1/Ptch1/Osr1/Foxd1/Foxc1/Pbx1/Bcl2/Ret/Nup133/Wnt2b/Shh/Jag1",19,162
"29","GO:0032986","protein-DNA complex disassembly","7/468","20/14048",0.35,10.5059829059829,7.89730627059246,2.31606064806063e-06,0.000198491325327409,0.000171798272483244,"Smarce1/Arid2/Arid1a/Supt16/Smarcc1/Smarca4/Ssrp1",7,20
"30","GO:0032200","telomere organization","18/468","150/14048",0.12,3.60205128205128,5.94771513885572,2.54244090438468e-06,0.000213353165892948,0.000184661497265834,"Hsp90aa1/Ylpm1/Hmbox1/Ezh2/Cct5/Parp1/Nvl/Gnl3/Dkc1/Cct3/Mre11a/Ptges3/Tcp1/Smc6/Blm/Tnks/Cct2/Cct6a",18,150
"31","GO:0001763","morphogenesis of a branching structure","23/468","231/14048",0.0995670995670996,2.98871498871499,5.65765539029953,2.87313644045733e-06,0.000231459871643243,0.000200333218753572,"Hhip/Nfatc3/St14/Nkx3-1/Sulf1/Lama1/Npnt/Rspo2/Sall1/Etv5/Ptch1/Sema3c/Foxd1/Tbx1/Fem1b/Btbd7/Pbx1/Grhl2/Sfrp2/Bcl2/Wnt2b/Shh/Rdh10",23,231
"32","GO:0048880","sensory system development","31/468","377/14048",0.0822281167108753,2.46824911015892,5.36457242041285,3.49292720318649e-06,0.0002678598663783,0.000231838153307095,"Fbn2/Fat1/Lama1/Frem2/Sh3pxd2b/Foxp2/Nhs/Chrdl1/Isl1/Arid1a/Ulk1/Foxf2/Foxc1/Myh10/Pbx1/Grhl2/Bcl2/Ret/Acvr2b/Nes/Shh/Lamc3/Chd7/Pds5a/Smarca4/Phox2b/Rdh10/Jag1/Xrn2/Rrm1/Nphp1",31,377
"33","GO:0006413","translational initiation","15/468","110/14048",0.136363636363636,4.09324009324009,6.04608955862136,3.5558558958287e-06,0.0002678598663783,0.000231838153307095,"Dazl/Eif3a/Eif3c/Ago2/Eif4g1/Dhx29/Eif2s1/Bzw1/Eif2a/Ddx3x/Eif4g2/Eif4ebp2/Uhmk1/Ncbp1/Eif2s2",15,110
"34","GO:0010608","post-transcriptional regulation of gene expression","36/468","474/14048",0.0759493670886076,2.27977929243752,5.26180997522811,3.59097139633273e-06,0.0002678598663783,0.000231838153307095,"Fxr1/Dazl/Rbm46/Dhx9/Ago2/Lin28b/Eif4g1/Dkc1/Ncl/Larp4b/Igf2bp2/Dhx29/Ssb/Eif2s1/Bzw1/Eprs1/Eif2a/Ddx3x/Ep300/Eif4g2/Eif4ebp2/Cnot1/Xpo5/Nsun2/Uhmk1/Trim71/Gemin5/Aco1/Helz/Hbs1l/Ncbp1/Ncbp3/Igf2bp1/Tut4/Msi1/Caprin1",36,474
"35","GO:0034728","nucleosome organization","12/468","72/14048",0.166666666666667,5.002849002849,6.32133552904401,4.05628618095753e-06,0.000291762870301731,0.00025252668855886,"Smarca5/Smarce1/Kat6a/Arid2/Arid1a/Chd1/Supt16/Nasp/Baz1a/Smarcc1/Smarca4/Ssrp1",12,72
"36","GO:0035194","regulatory ncRNA-mediated post-transcriptional gene silencing","11/468","61/14048",0.180327868852459,5.41291859324646,6.41199800812914,4.62684351324621e-06,0.000326963608269399,0.00028299364202902,"Fxr1/Dhx9/Ago2/Lin28b/Eif4g1/Cnot1/Xpo5/Trim71/Helz/Ncbp1/Ncbp3",11,61
"37","GO:0006397","mRNA processing","35/468","464/14048",0.0754310344827586,2.26422045387563,5.14082475046602,5.72199799299169e-06,0.000360128248683915,0.000311698311723495,"Scaf4/Srrm2/Pnn/Ccnb1/Prpf8/Dhx9/Ik/Cdk12/Prpf4b/Larp7/Scaf11/Cpsf2/Ncl/Ttf2/Mtrex/Slu7/Cdc5l/Ddx1/Dhx8/Nsun2/Mfap1b/Nono/Gemin5/Dhx15/Leo1/Snrnp200/Virma/Nup98/Ncbp1/Hspa8/Ncbp3/Aqr/Crnkl1/Xrn2/Prpf40a",35,464
"38","GO:0070198","protein localization to chromosome, telomeric region","8/468","33/14048",0.242424242424242,7.27687127687128,6.70144525453459,9.52118749981991e-06,0.000518261395260468,0.000448565761015698,"Cct5/Gnl3/Dkc1/Cct3/Tcp1/Tnks/Cct2/Cct6a",8,33
"39","GO:0071826","protein-RNA complex organization","19/468","182/14048",0.104395604395604,3.13365267211421,5.37834494687738,1.0640706856685e-05,0.000563957463404306,0.000488116635863445,"Hsp90aa1/Prpf8/Eif3a/Dhx9/Eif3c/Ago2/Prpf4b/Nvl/Scaf11/Dkc1/Ptges3/Dhx29/Slu7/Gemin5/Snrnp200/Ncbp1/Vcp/Crnkl1/Eif2s2",19,182
"40","GO:0098727","maintenance of cell number","20/468","200/14048",0.1,3.0017094017094,5.29282252950011,1.19354088419721e-05,0.000593528726116836,0.000513711164192484,"Pcm1/Rtf1/Ezh2/Smarce1/Kat6a/Sin3a/Gnl3/Sall1/Arid1a/Smc3/Ctr9/Cnot1/Tbx1/Smc1a/Smarcc1/Leo1/Smarca4/Igf2bp1/Tut4/Jag1",20,200
"41","GO:0045943","positive regulation of transcription by RNA polymerase I","8/468","34/14048",0.235294117647059,7.06284565108094,6.57052007822266,1.2091214285028e-05,0.000593944038293812,0.000514070625314667,"Smarca5/Ddx21/Ncl/Heatr1/Nol11/Wdr75/Smarca4/Baz1b",8,34
"42","GO:0022618","protein-RNA complex assembly","18/468","173/14048",0.104046242774566,3.12316585148955,5.2162129010738,1.89537501342619e-05,0.000857816916188843,0.000742457959132768,"Hsp90aa1/Prpf8/Eif3a/Dhx9/Eif3c/Ago2/Prpf4b/Nvl/Scaf11/Dkc1/Ptges3/Dhx29/Slu7/Gemin5/Snrnp200/Ncbp1/Crnkl1/Eif2s2",18,173
"43","GO:0044843","cell cycle G1/S phase transition","22/468","245/14048",0.0897959183673469,2.69541252398395,4.96977260669244,2.43596967643554e-05,0.00104139721097307,0.000901350431908959,"Ccnb1/Ezh2/Rfwd3/Gli1/Larp7/Smarce1/Ccnj/Eif4g1/Arid2/Ccnd2/E2f7/Arid1a/Ddx3x/Nasp/Tbx1/Smarcc1/Bcl2/Trim71/Smarca4/Hspa8/Prap1/Rrm1",22,245
"44","GO:0019827","stem cell population maintenance","19/468","195/14048",0.0974358974358974,2.92474249397326,5.02438437096085,2.83235143340877e-05,0.00117615583234748,0.00101798675501355,"Pcm1/Rtf1/Smarce1/Kat6a/Sin3a/Gnl3/Sall1/Arid1a/Smc3/Ctr9/Cnot1/Tbx1/Smc1a/Smarcc1/Leo1/Smarca4/Igf2bp1/Tut4/Jag1",19,195
"45","GO:0035107","appendage morphogenesis","17/468","170/14048",0.1,3.0017094017094,4.87446415253232,5.34258085159281e-05,0.00187129701480138,0.00161964556343024,"Fbn2/Sulf1/Frem2/Rspo2/Sall1/Ptch1/Osr1/Sema3c/Plxna2/Pbx1/Grhl2/Sfrp2/Shh/Chd7/Fras1/Smarca4/Rdh10",17,170
"46","GO:0035108","limb morphogenesis","17/468","170/14048",0.1,3.0017094017094,4.87446415253232,5.34258085159281e-05,0.00187129701480138,0.00161964556343024,"Fbn2/Sulf1/Frem2/Rspo2/Sall1/Ptch1/Osr1/Sema3c/Plxna2/Pbx1/Grhl2/Sfrp2/Shh/Chd7/Fras1/Smarca4/Rdh10",17,170
"47","GO:0006458","'de novo' protein folding","8/468","42/14048",0.19047619047619,5.71754171754172,5.6839227435095,6.2200798392463e-05,0.00212178713194396,0.00183644984607704,"Cct5/Cct3/Ptges3/Tcp1/Dnajc2/Cct2/Hspa8/Hsph1",8,42
"48","GO:0046931","pore complex assembly","6/468","22/14048",0.272727272727273,8.18648018648019,6.26217915839903,6.2684376539556e-05,0.00212178713194396,0.00183644984607704,"Nup107/Fxr1/Nup153/Ahctf1/Nup205/Nup98",6,22
"49","GO:0007548","sex differentiation","22/468","268/14048",0.082089552238806,2.46408980737339,4.49236813630481,9.41653318264004e-05,0.00296326528591204,0.00256476627474538,"Nup107/Nkx3-1/Nrip1/Slit3/Myh9/Cbl/Osr1/Foxf2/Foxc1/Pbx1/Sfrp2/Bcl2/Wnt2b/2610005L07Rik/Shh/A2m/Chd7/Msh2/Rdh10/Ube3a/Rrm1/Eif2s2",22,268
"50","GO:0006360","transcription by RNA polymerase I","10/468","70/14048",0.142857142857143,4.28815628815629,5.11969143064241,0.000101063428102213,0.00314587160349319,0.00272281575047547,"Smarca5/Ddx21/Polr1a/Ncl/Baz2a/Heatr1/Nol11/Wdr75/Smarca4/Baz1b",10,70
"51","GO:0000280","nuclear division","28/468","388/14048",0.0721649484536082,2.1661820424707,4.32435854646035,0.000107153608417727,0.00319982915234292,0.00276951710462545,"Nde1/Smc4/Smarca5/Dazl/Ccnb1/Rbm46/Ik/Fancm/Tpx2/Prpf4b/Top2a/Cdk5rap2/Ndc80/Mre11a/Smc3/Gen1/Kif23/Smc1a/Nuf2/Cltc/Mis12/Baz1b/Kpnb1/Prap1/Cdk11b/Spag5/Bub1b/Cit",28,388
"52","GO:0003002","regionalization","28/468","388/14048",0.0721649484536082,2.1661820424707,4.32435854646035,0.000107153608417727,0.00319982915234292,0.00276951710462545,"Hhip/Irx1/Irx2/Ascl1/Nkx3-1/Gli1/Foxg1/Isl1/Mib1/Ep300/Ptch1/Osr1/Mllt3/Sema3c/Foxd1/Plxna2/Tbx1/Ift74/Foxc1/Pbx1/Sfrp2/Wnt2b/Acvr2b/Shh/Bptf/Mns1/Pds5a/Snai1",28,388
"53","GO:0001709","cell fate determination","7/468","34/14048",0.205882352941176,6.17998994469583,5.61373815125036,0.000107243529187263,0.00319982915234292,0.00276951710462545,"Ascl1/Chrdl1/Foxg1/Isl1/Ptch1/Ptch2/Smarca4",7,34
"54","GO:0060840","artery development","13/468","115/14048",0.11304347826087,3.39323671497585,4.78384490563749,0.000116570169249103,0.00342733315135318,0.00296642643529027,"Nfatc3/Nkx3-1/Kat6a/Arid2/Tbx1/Luzp1/Foxc1/Myh10/Acvr2b/Shh/Chd7/Smarca4/Jag1",13,115
"55","GO:0060571","morphogenesis of an epithelial fold","6/468","25/14048",0.24,7.20410256410256,5.76359344691234,0.000136665652655868,0.00390417907019743,0.00337914626051688,"Sulf1/Luzp1/Wnt2b/Cecr2/Shh/Rdh10",6,25
"56","GO:0045839","negative regulation of mitotic nuclear division","9/468","60/14048",0.15,4.5025641025641,5.0471793608802,0.000152728209875388,0.00421362485875385,0.00364697787388092,"Ccnb1/Ik/Prpf4b/Cdk5rap2/Ndc80/Gen1/Nuf2/Prap1/Bub1b",9,60
"57","GO:0006401","RNA catabolic process","22/468","279/14048",0.0788530465949821,2.36693931317587,4.28119459485694,0.000168635525802292,0.00452842598621088,0.00391944464180485,"Fxr1/Dazl/Rbm46/Dhx9/Ago2/Skic3/Lin28b/Dkc1/Larp4b/Igf2bp2/Mtrex/Ssb/Cnot1/Nsun2/Slfn9/Trim71/Hbs1l/Ncbp1/Igf2bp1/Tut4/Xrn2/Caprin1",22,279
"58","GO:0051784","negative regulation of nuclear division","9/468","62/14048",0.145161290322581,4.35732009925558,4.91820544212792,0.000197607111640545,0.00520236239011839,0.0045027502838217,"Ccnb1/Ik/Prpf4b/Cdk5rap2/Ndc80/Gen1/Nuf2/Prap1/Bub1b",9,62
"59","GO:0007409","axonogenesis","30/468","454/14048",0.066079295154185,1.98350841522648,3.95455123533039,0.000288481997253027,0.00683532638197173,0.00591611377648314,"Ablim1/Nkx6-1/Ttc3/Lama1/Sin3a/Rgma/Slit3/Nrcam/Foxg1/Lama3/Isl1/Neo1/Unc5c/Ep300/Eif4g2/Ptch1/Ulk1/Sema3c/Foxd1/Plxna2/Lamb1/Myh10/Ntng1/Dock7/Bcl2/Ret/Shh/Lamc3/Phox2b/Prtg",30,454
"60","GO:0046822","regulation of nucleocytoplasmic transport","13/468","127/14048",0.102362204724409,3.07261592300962,4.35562324471081,0.00031614625122416,0.00731860402259147,0.00633440038750404,"Xpo4/Hsp90aa1/Nup153/Ipo5/Dhx9/Prpf4b/Mdfic/Prkd1/Ep300/Uaca/Nsun2/Uhmk1/Shh",13,127
"61","GO:0061053","somite development","10/468","82/14048",0.121951219512195,3.66062122159683,4.48558190243642,0.000381856654111542,0.00873931024296189,0.00756405046900376,"Nkx3-1/Mib1/Ep300/Ptch1/Sema3c/Plxna2/Foxc1/Sfrp2/Nup133/Shh",10,82
"62","GO:0001974","blood vessel remodeling","8/468","55/14048",0.145454545454545,4.36612276612277,4.64323550417572,0.000439348842114919,0.00973729493945888,0.00842782648813249,"Nfatc3/Npr3/Sema3c/Tbx1/Foxc1/Acvr2b/Chd7/Jag1",8,55
